=== MAIN PIPELINE BACKTEST — SUMMARY ===
llm_directional_accuracy_pct,55.56
llm_signal_sensitivity_pct,29.03
llm_total_signals,9
llm_buy_signals,2
llm_sell_signals,7
llm_correct_signals,5
llm_correct_profitable,1
llm_avg_net_pnl_thb,-680.69
llm_rejected_by_risk,0
llm_avg_confidence,0.839
final_directional_accuracy_pct,55.56
final_signal_sensitivity_pct,29.03
final_total_signals,9
final_buy_signals,2
final_sell_signals,7
final_correct_signals,5
final_correct_profitable,1
final_avg_net_pnl_thb,-680.69
final_rejected_by_risk,0
final_avg_confidence,0.839

=== DETAILED SIGNAL LOG ===
timestamp,close_thai,actual_direction,price_change,net_pnl_thb,news_sentiment,llm_signal,llm_confidence,llm_rationale,llm_correct,llm_profitable,final_signal,final_confidence,final_correct,final_profitable,rejection_reason,position_size_thb,stop_loss,take_profit,iterations_used,from_cache
2026-03-24 16:00:00,67604.35,UP,827.6699999999983,794.6699999999983,-0.1503,HOLD,0.5,"The market is in a downtrend with no clear direction. RSI and MACD indicators are neutral, suggesting that the current trend may not be strong enough to make a decisive move. Given this indecision, ho",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-24 20:00:00,68432.02,UP,507.45999999999185,474.45999999999185,-0.1228,HOLD,0.5,"The market is in a downtrend based on EMA20 and EMA50 indicators, with no immediate bullish signals from RSI or MACD. The lack of recent news impacting gold prices also suggests caution. Given the cur",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-25 00:00:00,68939.48,UP,1115.5400000000081,1082.5400000000081,0.2435,HOLD,0.5,"The market is in a downtrend as indicated by the EMA20 and EMA50 values, with no significant changes to recent price movements that would suggest an immediate buying opportunity. The RSI indicator rem",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-25 04:00:00,70055.02,UP,610.6900000000023,577.6900000000023,0.2771,HOLD,0.5,"The market is in a downtrend as indicated by the EMA20 and EMA50 lines crossing downwards, with RSI at neutral level of 50. The MACD histogram is also indicating an uptrend but not strong enough to ma",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-25 08:00:00,70665.71,DOWN,-309.2800000000134,-342.2800000000134,-0.6712,HOLD,0.5,"The market is currently in a downtrend with the EMA20 below the EMA50, and RSI at neutral levels (52.66). There are no clear signals to either buy or sell, hence the HOLD decision.",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-25 12:00:00,70356.43,DOWN,-196.8299999999872,-229.8299999999872,-0.435,HOLD,0.5,"Current market conditions show a neutral RSI and MACD, along with the downtrend in EMA20 and EMA50, indicating no clear signal to either buy or sell. The portfolio is empty of gold, so any action woul",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-25 16:00:00,70159.6,UP,173.26999999998952,140.26999999998952,-0.304,HOLD,0.5,"The Gold market remains in a downtrend as indicated by the EMA20 and EMA50 moving averages crossing downwards. The RSI is currently at neutral levels (around 60), suggesting that the market might not ",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-25 20:00:00,70332.87,DOWN,-494.16999999999825,-527.1699999999983,-0.1172,SELL,0.85,"The Gold price has reached a resistance level based on the EMA20 and is overbought according to RSI(14). The MACD histogram is positive but weakening, indicating that the downtrend might weaken in sho",True,False,SELL,0.85,True,False,,0.0,,,1,False
2026-03-26 00:00:00,69838.7,UP,585.4100000000035,552.4100000000035,-0.2367,SELL,0.85,"The market is in a downtrend as indicated by the EMA20 and EMA50 indicators crossing below each other. The RSI at 61.8 is also within neutral range, but given the price action and indicator signals, a",False,False,SELL,0.85,False,False,,0.0,69200.0,68900.0,1,False
2026-03-26 04:00:00,70424.11,DOWN,-347.08000000000175,-380.08000000000175,0.9067,HOLD,0.75,"The current RSI reading is at 74, which indicates that the market may be overbought and could potentially see a retracement or consolidation period before continuing its trend. The MACD histogram has ",False,False,HOLD,0.75,False,False,,0.0,,,1,False
2026-03-26 08:00:00,70077.03,DOWN,-1327.9199999999983,-1360.9199999999983,0.5192,SELL,0.75,"The Gold (USD) is currently at $N/A, and the RSI indicator is near neutral territory at 68.88%. The MACD histogram has moved above the zero line but remains positive, indicating an upward momentum tha",True,False,SELL,0.75,True,False,,0.0,68000.0,72000.0,1,False
2026-03-26 12:00:00,68749.11,UP,251.6999999999971,218.6999999999971,0.5192,HOLD,0.5,"The market is in a downtrend with the EMA20 and EMA50 showing a downward bias. The RSI at 58.46 indicates that prices are near neutral territory, suggesting no strong signal to buy or sell. With the c",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-26 16:00:00,69000.81,DOWN,-598.0999999999913,-631.0999999999913,0.2727,HOLD,0.5,"The market is in a downtrend with the EMA20 and EMA50 both below the current price of Gold (USD). The RSI at 61.87 suggests neutrality, and the MACD histogram (+48.6739) points towards no significant ",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-26 20:00:00,68402.71,DOWN,-78.58000000000175,-111.58000000000175,-0.0649,HOLD,0.5,"The current market state shows a mixed RSI and MACD indicators with the EMA20 indicating a downtrend. Given that there are no clear signals for either a buy or sell, and considering the portfolio's ex",False,False,HOLD,0.5,False,False,,0.0,,,1,False
2026-03-27 00:00:00,68324.13,DOWN,-107.34000000001106,-140.34000000001106,-0.251,HOLD,0.5,The market is currently in a neutral state with no clear direction indicated by the EMA20 and EMA50 being at the same level (neutral). The RSI indicator is also not providing any strong signals. Given,False,False,HOLD,0.5,False,False,,0.0,,,1,True
2026-03-27 04:00:00,68216.79,UP,585.2400000000052,552.2400000000052,-0.1246,HOLD,0.5,"The market is in a downtrend with the EMA20 and EMA50 both at 68,313.91 USD/oz. The RSI value is not available but typically indicates neutral conditions. MACD values are -8.5627/-1.7125 with history ",False,False,HOLD,0.5,False,False,,0.0,,,1,True
2026-03-27 08:00:00,68802.03,UP,444.6999999999971,411.6999999999971,-0.9594,SELL,0.85,The uptrend in the Gold market is strong with both EMA indicators showing an upward trajectory. The RSI remains neutral but could indicate a potential pullback before further gains. With news that ind,False,False,SELL,0.85,False,False,,0.0,67900.0,69200.0,1,True
2026-03-27 12:00:00,69246.73,DOWN,-326.9400000000023,-359.9400000000023,0.3521,BUY,0.85,"The current price is slightly above the EMA20 and in an uptrend, with RSI neutral indicating consolidation. The MACD histogram has been positive for several days, suggesting ongoing bullish pressure. ",False,False,BUY,0.85,False,False,,0.0,68470.0,69000.0,1,True
2026-03-27 16:00:00,68919.79,UP,39.670000000012806,6.670000000012806,-0.6486,BUY,0.85,"The Gold price is currently at a neutral level according to the RSI (14) indicator, and the trend remains positive with EMA20 above EMA50. The MACD histogram has been positive recently, indicating bul",True,True,BUY,0.85,True,True,,0.0,,,1,True
2026-03-27 20:00:00,68959.46,UP,919.3899999999994,886.3899999999994,-0.0177,SELL,0.85,"The RSI is in the neutral zone, but the uptrend continues with EMA20 above EMA50. The MACD histogram has turned negative indicating a potential sell-off. Given the current portfolio constraints and th",False,False,SELL,0.85,False,False,,0.0,68500.0,70000.0,1,True
2026-03-28 00:00:00,69878.85,FLAT,,,-0.2436,HOLD,0.5,"The market is currently in an uptrend as indicated by the positive MACD histogram and both EMA20 and EMA50 above the current price. The RSI remains neutral at 63.49, suggesting no strong momentum eith",True,False,HOLD,0.5,True,False,,0.0,,,1,True
